   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
   0.0 192.5 378.1 550.7 705.1 837.5 945.51027.41082.31109.91109.91082.31027.4 945.5 837.5 705.1 550.7 378.1 192.5   0.0
   0.0 378.1 742.71081.71385.01645.31857.32018.22126.12180.32180.32126.12018.21857.31645.31385.01081.7 742.7 378.1   0.0
   0.0 550.71081.71575.42017.22396.12705.02939.33096.53175.33175.33096.52939.32705.02396.12017.21575.41081.7 550.7   0.0
   0.0 705.11385.02017.22582.83068.03463.53763.53964.74065.74065.73964.73763.53463.53068.02582.82017.21385.0 705.1   0.0
   0.0 837.51645.32396.13068.03644.44114.24470.54709.64829.54829.54709.64470.54114.23644.43068.02396.11645.3 837.5   0.0
   0.0 945.51857.32705.03463.54114.24644.55046.75316.65452.05452.05316.65046.74644.54114.23463.52705.01857.3 945.5   0.0
   0.01027.42018.22939.33763.54470.55046.75483.85777.05924.15924.15777.05483.85046.74470.53763.52939.32018.21027.4   0.0
   0.01082.32126.13096.53964.74709.65316.65777.06086.06240.96240.96086.05777.05316.64709.63964.73096.52126.11082.3   0.0
   0.01109.92180.33175.34065.74829.55452.05924.16240.96399.86399.86240.95924.15452.04829.54065.73175.32180.31109.9   0.0
   0.01109.92180.33175.34065.74829.55452.05924.16240.96399.86399.86240.95924.15452.04829.54065.73175.32180.31109.9   0.0
   0.01082.32126.13096.53964.74709.65316.65777.06086.06240.96240.96086.05777.05316.64709.63964.73096.52126.11082.3   0.0
   0.01027.42018.22939.33763.54470.55046.75483.85777.05924.15924.15777.05483.85046.74470.53763.52939.32018.21027.4   0.0
   0.0 945.51857.32705.03463.54114.24644.55046.75316.65452.05452.05316.65046.74644.54114.23463.52705.01857.3 945.5   0.0
   0.0 837.51645.32396.13068.03644.44114.24470.54709.64829.54829.54709.64470.54114.23644.43068.02396.11645.3 837.5   0.0
   0.0 705.11385.02017.22582.83068.03463.53763.53964.74065.74065.73964.73763.53463.53068.02582.82017.21385.0 705.1   0.0
   0.0 550.71081.71575.42017.22396.12705.02939.33096.53175.33175.33096.52939.32705.02396.12017.21575.41081.7 550.7   0.0
   0.0 378.1 742.71081.71385.01645.31857.32018.22126.12180.32180.32126.12018.21857.31645.31385.01081.7 742.7 378.1   0.0
   0.0 192.5 378.1 550.7 705.1 837.5 945.51027.41082.31109.91109.91082.31027.4 945.5 837.5 705.1 550.7 378.1 192.5   0.0
   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
